customer_id,age,gender_male,kids_home,teens_home,household_children,number_complaints,distinct_stores_visited,customer_tenure_years,has_loyalty_card,promotion_purchase_rate,lifetime_total_distinct_products,total_lifetime_spend,avg_spend_per_product,spend_per_tenure_year,typical_hour_sin,typical_hour_cos,latitude,longitude,log1p_spend_groceries,share_spend_groceries,log1p_spend_electronics,share_spend_electronics,log1p_spend_vegetables,share_spend_vegetables,log1p_spend_nonalcohol_drinks,share_spend_nonalcohol_drinks,log1p_spend_alcohol_drinks,share_spend_alcohol_drinks,log1p_spend_meat,share_spend_meat,log1p_spend_fish,share_spend_fish,log1p_spend_hygiene,share_spend_hygiene,log1p_spend_videogames,share_spend_videogames,log1p_spend_petfood,share_spend_petfood
31,53,0,0,0,0,1,2,10,1,0.3058264810330052,54,15773.0,292.0925925925926,1577.3,-0.25881904510252157,0.9659258262890681,38.73353626643542,-9.167613813757033,8.782783017393202,0.4133646104101946,8.230843564198235,0.23800164838648324,5.680172609017068,0.01851264819628479,6.161207321695077,0.02998795409877639,6.81783057145415,0.057883725353452105,6.483107351457199,0.04139986052114373,6.78332520060396,0.05591834146959995,6.380122536899765,0.037342293793190894,7.049254841255837,0.07297280162302669,6.304448802421981,0.03461611614784759
33,86,1,0,0,0,0,5,5,1,0.0219439132124308,89,15439.0,173.47191011235955,3087.8,-0.25881904510252157,0.9659258262890681,38.69790927684401,-9.16725691086542,9.015055148790369,0.5327417578858734,7.96346006663897,0.18608718181229356,6.704414354964107,0.0527883930306367,6.222576268071369,0.03257983029988989,5.298317366548036,0.012889435844290434,6.829793737512425,0.0598484357795194,6.238324625039508,0.033097998575037244,6.520621127558696,0.04391476131873826,3.5263605246161616,0.0021374441349828357,6.520621127558696,0.04391476131873826
34,68,0,0,1,1,1,1,16,1,0.0849881318023555,60,19500.0,325.0,1218.75,0.7071067811865476,-0.7071067811865475,38.75980720441785,-9.155894766799689,9.502786080276985,0.686974358974359,7.186901020411631,0.06774358974358974,6.0867747269123065,0.02251282051282051,5.7899601708972535,0.016717948717948718,1.791759469228055,0.0002564102564102564,6.546785410760524,0.03569230769230769,6.261491684321042,0.026820512820512822,6.508769136971682,0.03435897435897436,7.215239978730097,0.06969230769230769,6.641182169740591,0.03923076923076923
35,46,1,1,1,2,0,2,15,1,0.2545251725375229,212,44115.0,208.08962264150944,2941.0,0.8660254037844387,-0.4999999999999998,38.76203648175096,-9.158846685096057,10.539958555902517,0.8567380709509237,7.664346632098617,0.04828289697381843,6.456769655572163,0.014416865011900714,4.634728988229636,0.0023121387283236996,5.739792912179234,0.0070270882919641845,6.792344427470809,0.02017454380596169,6.739336627357174,0.0191318145755412,6.736966958001855,0.019086478522044655,3.7612001156935624,0.0009520571234274056,6.263398262591624,0.0118780460160943
36,53,0,4,0,4,0,3,20,1,0.1165796006586249,305,46680.0,153.04918032786884,2334.0,-0.4999999999999997,-0.8660254037844388,38.76021401470984,-9.194390645605838,10.402017898207967,0.7053341902313625,8.660600654710967,0.12360754070265638,6.988413181999592,0.02320051413881748,6.633318433280377,0.016259640102827762,7.460490305825338,0.03721079691516709,7.170888478512505,0.027849185946872322,6.863803391452954,0.02047986289631534,7.280697195384741,0.031083976006855186,5.921578419643816,0.007969151670951156,5.793013608384144,0.007005141388174807
37,25,1,1,1,2,0,5,11,1,0.2545251725375229,330,34105.0,103.34848484848484,3100.4545454545455,0.9659258262890683,-0.25881904510252063,38.72970010948747,-9.196584989123338,10.14800112958653,0.7488344817475443,6.993932975223189,0.03193080193520012,6.811244378601294,0.026594341005717635,7.427738840532894,0.049288960562967304,6.799055862058796,0.026271807652836827,7.050989447068045,0.03380735962468846,6.870053411798126,0.028207007770121684,7.095064377287131,0.035332062747397745,5.84354441703136,0.010086497580999854,5.799092654460526,0.009646679372526022
38,48,0,1,0,1,1,6,12,1,0.0615688647714884,151,12165.0,80.56291390728477,1013.75,-0.2588190451025208,-0.9659258262890683,38.71247116480576,-9.129835005121535,9.03264808356589,0.6881216605014385,5.327876168789581,0.01685162351006987,5.389071729816501,0.01792026304973284,5.940171252720432,0.03115495273325113,5.75890177387728,0.025976161117961364,6.202535517187923,0.04052609946568023,7.321849713788356,0.12429099876695437,5.521460917862246,0.020468557336621455,4.553876891600541,0.0077270859021783805,5.796057750765372,0.026962597616111795
39,38,0,1,1,2,1,4,19,1,0.4942214328019912,302,45844.0,151.80132450331126,2412.842105263158,-0.4999999999999997,-0.8660254037844388,38.77949960090595,-9.152015004454716,10.521318338786624,0.809200767821307,7.8628820346414905,0.056670447604921036,5.648974238161206,0.006173108803769305,5.5093883366279774,0.0053660239071634235,6.561030665896573,0.015400052351452753,7.126087273299125,0.02711368990489486,6.523562306149512,0.01483291161329727,7.7706452341291765,0.05167524648809004,5.575949103146316,0.005736846697495856,5.886104031450156,0.00783090480760841
40,66,0,1,2,3,0,7,17,1,0.2274411335550715,266,42473.0,159.67293233082708,2498.4117647058824,0.49999999999999994,-0.8660254037844387,38.745229204961255,-9.116639572490518,10.18701098983905,0.6252207284627881,8.873748128154395,0.16813034162879947,7.191429330036379,0.031243378146116357,5.940171252720432,0.008923315988981235,7.516977224604321,0.04327455089115438,7.480992162869525,0.04174416688249005,7.265429723253953,0.03364490382125115,7.264730177929867,0.03362135945188708,5.4116460518550396,0.0052503943681868484,5.942799375126701,0.008946860358345302
41,79,0,1,1,2,1,6,13,1,0.1269068530725506,91,6762.0,74.3076923076923,520.1538461538462,-0.9659258262890683,-0.25881904510252063,38.759760815806594,-9.122087512242429,7.499423290592229,0.2670807453416149,7.130098510125578,0.18456078083407276,7.582738488914411,0.2902987281869269,5.988961416889864,0.05885832593907128,5.786897381366708,0.04806270334220645,4.02535169073515,0.00813368825791186,3.871201010907891,0.006950606329488317,6.39024066706535,0.08799171842650104,4.844187086458591,0.018633540372670808,5.298317366548036,0.02942916296953564
42,36,0,2,0,2,2,1,12,1,0.4197566063956281,42,12432.0,296.0,1036.0,0.258819045102521,-0.9659258262890682,38.74815657274145,-9.156340480297294,9.047468439003541,0.6833976833976834,6.974478911025045,0.0859073359073359,5.652489180268651,0.022844272844272845,2.8903717578961645,0.0013674388674388674,6.505784060128229,0.053732303732303734,6.102558594613569,0.03587516087516088,6.452048954437226,0.05091698841698842,5.945420608606575,0.030646718146718148,5.147494476813453,0.013754826254826255,5.594711379601839,0.021557271557271558
44,85,0,2,1,3,0,3,10,1,0.2426026354063847,84,19960.0,237.61904761904762,1996.0,0.8660254037844387,-0.4999999999999998,38.74198055776764,-9.090553284872955,9.25349564229011,0.5230460921843687,8.205218426395412,0.18331663326653308,7.584264818389059,0.09849699398797596,6.863803391452954,0.047895791583166335,5.720311776607412,0.015230460921843688,5.910796644040527,0.01843687374749499,5.58724865840025,0.013326653306613227,7.400009517162692,0.08191382765531062,4.564348191467836,0.004759519038076153,5.605802066295998,0.013577154308617235
46,71,0,1,1,2,1,4,7,1,0.0899605382861564,32,23614.0,737.9375,3373.4285714285716,1.2246467991473532e-16,-1.0,38.75784856755827,-9.06704702651029,9.69412362463029,0.6869230117726772,7.189922170745808,0.056110781739645975,7.605890001053122,0.08507664944524435,6.0867747269123065,0.018590666553739307,5.181783550292085,0.007495553485220632,6.593044534142437,0.03087151689675616,4.477336814478207,0.0036842551029050564,7.655390644826152,0.089396120945202,4.394449154672439,0.0033878207842805113,6.07993319509559,0.018463623274328787
47,50,0,0,1,1,1,4,7,1,0.5893278251634426,188,8173.0,43.473404255319146,1167.5714285714287,-0.7071067811865477,0.7071067811865474,38.73230749038213,-9.21469076819808,8.252446090246952,0.46935029976752723,3.713572066704308,0.004894163709776092,5.4510384535657,0.028386149516701334,5.71042701737487,0.03682858191606509,6.169610732491456,0.058362902239079896,7.141245122350491,0.1544108650434357,6.546785410760524,0.085158448550104,6.148468295917647,0.057139361311635876,6.075346031088684,0.053101676251070595,6.061456918928017,0.052367551694604185
48,32,0,2,0,2,2,2,10,1,0.8021778732399719,87,12801.0,147.13793103448276,1280.1,1.0,6.123233995736766e-17,38.7480290416654,-9.15656587813829,9.142061531222888,0.7295523787204125,5.707110264748875,0.023435669088352474,4.48863636973214,0.006874462932583392,5.501258210544727,0.019061010858526677,6.9411900550683745,0.08069682056089368,6.230481447578482,0.03960628075931568,6.148468295917647,0.036481524880868685,5.75890177387728,0.024685571439731272,4.927253685157205,0.010702288883680963,5.916202062607435,0.028903991875634714
49,28,1,4,4,8,1,3,1,1,0.1829629326719151,329,42245.0,128.40425531914894,42245.0,0.8660254037844387,-0.4999999999999998,38.7496666360259,-9.14014091211847,10.278940088798224,0.6891229731329152,8.649098262296176,0.1350218960823766,7.319202458767849,0.03569653213398035,6.871091294610546,0.02279559711208427,7.346010209913293,0.03666706119067345,7.201916317531627,0.03174340158598651,6.238324625039508,0.012096106048053024,6.78897174299217,0.020996567641140964,6.408528791059498,0.014344892886732158,4.174387269895637,0.0015149721860575217
50,65,0,0,1,1,1,5,8,1,0.0941141673878209,128,41362.0,323.140625,5170.25,-0.4999999999999997,-0.8660254037844388,38.80364972655259,-9.057216682624029,10.407500019368872,0.8003964992021663,7.970394907191429,0.06994342633334945,6.244166900663736,0.012426865238624825,6.673297967767654,0.019099656689715198,6.115892125483034,0.01092790484019148,6.678342114654332,0.019196363812194767,7.148345743900068,0.030728688167883565,6.716594773520978,0.019945844011411442,5.730099782973574,0.0074222716503070454,6.018593214496234,0.009912480054155988
52,48,1,1,0,1,1,1,10,1,0.2335421656467491,37,35289.0,953.7567567567568,3528.9,-0.8660254037844386,0.5000000000000001,38.76338275574757,-9.175977632749976,9.26407069439715,0.29898835331123014,9.869930769007285,0.5480177959137408,3.6888794541139363,0.0011051602482359943,6.1903154058531475,0.013800334381818697,7.218176838403408,0.038623933803734876,6.548219102762372,0.01975119725693559,6.073044534100405,0.012270112499645783,6.293419278846481,0.015302218821729151,7.515344571180436,0.051999206551616654,1.791759469228055,0.00014168721131230694
53,53,1,0,0,0,1,4,12,1,1.0,98,12713.0,129.72448979591837,1059.4166666666667,0.258819045102521,-0.9659258262890682,38.716659620636335,-9.126962821404986,9.24725072599628,0.8160937622905687,6.12029741895095,0.0357114764414379,4.564348191467836,0.00747266577519075,4.553876891600541,0.0073940061354518995,5.14166355650266,0.0133721387556045,6.18826412308259,0.0382285849130811,6.5998704992128365,0.057736175568315895,3.6888794541139363,0.00306772594981515,5.4116460518550396,0.017541099661763548,3.784189633918261,0.0033823645087705497
54,51,0,0,0,0,2,2,12,1,0.3376005577176389,109,27940.0,256.3302752293578,2328.3333333333335,-0.5000000000000004,0.8660254037844384,38.744460255877705,-9.1663286590939,9.549523217290366,0.5023979957050824,9.147187556970914,0.3359699355762348,4.51085950651685,0.0032211882605583395,6.400257445308821,0.021510379384395133,7.202661196523238,0.048031496062992125,6.577861357721047,0.025697924123120972,6.875232087276577,0.03460987831066571,5.5134287461649825,0.008840372226198998,5.4116460518550396,0.007981388690050108,5.796057750765372,0.011739441660701504
55,46,1,2,3,5,1,1,14,1,0.0503315349347742,166,42833.0,258.0301204819277,3059.5,0.258819045102521,-0.9659258262890682,38.76299838765157,-9.170646844713852,10.359297171745961,0.7365349146685967,8.494129251817686,0.1140475801368104,6.887552571664617,0.02285620899773539,6.98933526597456,0.02530758994233418,5.730099782973574,0.007167370952303131,7.500529485395295,0.04221044521747251,6.804614520062624,0.02103518315317629,6.466144724237619,0.014988443489832606,5.4116460518550396,0.005206266196624098,6.124683390894205,0.010645997245114749
56,35,0,2,0,2,2,1,9,1,0.2457068193430098,109,11550.0,105.96330275229357,1283.3333333333333,0.258819045102521,-0.9659258262890682,38.7474890696561,-9.155944958147968,8.949884285777994,0.6671861471861472,7.241366283322318,0.12077922077922078,5.746203190540153,0.027012987012987013,4.74493212836325,0.009870129870129871,6.476972362889683,0.05619047619047619,6.331501849893691,0.04857142857142857,6.448889394146858,0.05463203463203463,2.6390573296152584,0.0011255411255411255,4.762173934797756,0.010043290043290043,3.9889840465642745,0.004588744588744589
57,28,0,2,3,5,2,1,9,1,1.0,39,12251.0,314.12820512820514,1361.2222222222222,1.0,6.123233995736766e-17,38.74771972687876,-9.155806753882551,9.088963385809583,0.7228797649171497,6.760414691083428,0.07036160313443801,4.976733742420574,0.011754142518978043,3.8501476017100584,0.0037547955268957636,6.4967749901858625,0.054036405191412944,6.380122536899765,0.0480777079422088,5.840641657373398,0.027997714472287976,6.2166061010848646,0.04081299485756265,5.1298987149230735,0.01371316627214105,4.406719247264253,0.006611705166925149
59,30,1,0,1,1,2,3,12,1,0.4584183117437898,18,14444.0,802.4444444444445,1203.6666666666667,-0.25881904510252157,0.9659258262890681,38.74384410672418,-9.152002161264976,9.309008543772885,0.7640542785931875,6.102558594613569,0.030877873165328164,6.111467339502679,0.031154804763223482,4.564348191467836,0.006577125450013847,5.003946305945459,0.010246469122126834,6.135564891081739,0.031916366657435614,5.8916442118257715,0.024993076710052617,6.535241271013659,0.047632234837995016,5.652489180268651,0.019662143450567708,6.16541785423142,0.03288562725006923
60,80,0,1,5,6,1,1,18,1,0.1970857982962765,45,31053.0,690.0666666666667,1725.1666666666667,-0.2588190451025208,-0.9659258262890683,38.77163386244289,-9.120604122622966,9.953990534709234,0.6773902682510546,8.37930948405285,0.14024409879882782,6.566672429803241,0.022864135510256657,5.6131281063880705,0.00879142111873249,6.439350371100098,0.020126879850578042,7.351158226430694,0.05014008308376002,6.7226297948554485,0.02672849644156764,6.38856140554563,0.019128586609989374,6.111467339502679,0.014491353492416191,6.437751649736401,0.02009467684281712
61,32,0,1,1,2,1,3,12,1,0.1318202582444303,59,13339.0,226.08474576271186,1111.5833333333333,-0.2588190451025208,-0.9659258262890683,38.77968386918864,-9.19466434077501,8.564458383883352,0.39290801409401005,7.954723334497908,0.21350925856510983,7.83002808253384,0.18846990029237573,6.364750756851911,0.04348152035384961,5.5254529391317835,0.018742034635280007,3.8501476017100584,0.003448534372891521,5.641907070938114,0.021066046930054726,6.945051063725834,0.07774195966714147,5.673323267171493,0.021740760176924806,5.53338948872752,0.018891970912362246
62,70,0,2,2,4,1,1,21,1,0.1108472703578988,361,20989.0,58.14127423822715,999.4761904761905,0.7071067811865476,-0.7071067811865475,38.77651127402721,-9.190814820328804,9.207736986106068,0.47515365191290676,8.262558973010657,0.1846205155081233,7.095893221097532,0.057458668826528184,6.754604099487962,0.04083091142979656,7.140453043101158,0.06007908904664348,7.304515946460155,0.07079898994711516,7.095064377287131,0.05741102482252609,6.431331081933479,0.02953928248129973,5.749392985908253,0.014912573252656153,5.267858159063328,0.009195292772404592
63,52,1,1,0,1,0,4,15,1,0.1321238480605895,41,15177.0,370.1707317073171,1011.8,0.258819045102521,-0.9659258262890682,38.77927405559048,-9.166152028406405,9.033125752550372,0.5518218356723991,8.133587417660966,0.22441852803584372,7.360739903058278,0.1035777821703894,5.723585101952381,0.020096198194636622,6.0844994130751715,0.028859458390986362,4.430816798843313,0.0054688014759175065,4.219507705176107,0.004414574685379192,6.618738983517219,0.04928510245766621,5.0238805208462765,0.009949265335705344,3.4965075614664802,0.0021084535810766292
