feature,age,gender_male,kids_home,teens_home,household_children,number_complaints,distinct_stores_visited,customer_tenure_years,has_loyalty_card,promotion_purchase_rate,lifetime_total_distinct_products,total_lifetime_spend,avg_spend_per_product,spend_per_tenure_year,typical_hour_sin,typical_hour_cos,latitude,longitude,log1p_spend_groceries,share_spend_groceries,log1p_spend_electronics,share_spend_electronics,log1p_spend_vegetables,share_spend_vegetables,log1p_spend_nonalcohol_drinks,share_spend_nonalcohol_drinks,log1p_spend_alcohol_drinks,share_spend_alcohol_drinks,log1p_spend_meat,share_spend_meat,log1p_spend_fish,share_spend_fish,log1p_spend_hygiene,share_spend_hygiene,log1p_spend_videogames,share_spend_videogames,log1p_spend_petfood,share_spend_petfood
lifetime_total_distinct_products,0.11764218415170895,0.013033666975738963,0.304237566992832,0.33595277648284755,0.37826769652761894,-0.03945186378501692,0.1576770558785625,0.19726928488281706,0.03709274025266706,-0.10779979442576582,1.0,0.48812631304480497,-0.22127052125012298,0.1574271515028738,0.10663057084429174,-0.11572495552764546,0.014044618702687417,0.03452814370538134,0.34017519836026083,0.08472100551051095,0.2937018990522173,0.011020799918599965,0.0440528431992599,-0.22638710180541216,0.3942864179395676,0.033658741253684,0.2886980190300437,0.02591227291260673,0.3223244377406267,-0.018587053686266647,0.3628614788461731,0.11962651027078028,0.23105038606997652,-0.06658936071171473,0.1549984023325615,-0.13507021900256092,0.09120882049575592,-0.21776141557908138
total_lifetime_spend,0.09829503071793796,0.007743311540864386,0.2054073182400738,0.2617300185651313,0.27427126037152827,0.004673187800717688,0.026904579969722797,0.20646403726686335,0.08340407867288316,-0.06982426810538368,0.48812631304480497,1.0,0.019270402017096105,0.3596424966367875,0.033722324064745075,-0.030073622925503633,-0.02133007202488867,-0.045588871309171115,0.7575691698703658,0.3841180710695221,0.39743834730202965,-0.002613150673104988,-0.03530275277129042,-0.400143969573475,0.3879464604343755,-0.3471850712583431,0.31279552972885294,-0.2279398943287811,0.3372767198691809,-0.3006259687578772,0.37981270241974824,-0.17437740261058632,0.17129422469419767,-0.3637013537527415,0.2493649173172874,-0.18723024862045068,0.09710795130787818,-0.5181524875428818
avg_spend_per_product,-0.018193823302160145,1.741732735804371e-05,-0.047417073263715415,-0.04765969737713657,-0.05641273279207619,0.020281368999975465,-0.04031961632784999,-0.03415709553973313,-0.008927473243547568,0.041253687243377975,-0.22127052125012298,0.019270402017096105,1.0,0.014417785933924907,-0.054485859758450224,0.03949033487881875,-0.021168648192439615,-0.03169141580687026,0.0163482215534685,0.011930551330234221,0.0071233642910488275,0.035871832302688915,-0.04449902395988162,-0.03207914385198638,-0.05172480632264651,-0.06232740120112298,0.010096529548711713,9.993523156591564e-05,-0.006427017742920066,-0.027589875108324145,-0.014246997349728811,-0.03655298255503865,-0.06432552577653891,-0.0670716131243095,0.025562954521434863,0.030037581156532312,-0.017466489532039584,-0.034151440477367
spend_per_tenure_year,-0.17626522477228926,0.005250851840190766,0.06866585642637407,0.06483542658109026,0.07943085179061868,0.01037574824418385,0.009596914340252947,-0.4199942912166601,0.014379455245548654,-0.0008764721012030338,0.1574271515028738,0.3596424966367875,0.014417785933924907,1.0,0.0009145959284222847,-0.009221546337192788,-0.01569209607700264,-0.010003813267818023,0.2742897941661374,0.1378364605819971,0.150983831285311,0.017591480193659446,-0.04304882143650545,-0.16856286150942856,0.12439074096866751,-0.13912179652110873,0.12608365121850898,-0.0689055655081127,0.11829699184437048,-0.12413483495866558,0.13811097350416207,-0.06947817367561739,0.042299757131027176,-0.14625639500516005,0.10322651139514531,-0.05476533963203004,0.026642618755890753,-0.1984594107567336
typical_hour_sin,-0.04432408421231687,0.003581582195933148,0.18896041440348935,0.15970130798861293,0.20846009857931558,-0.032972372105582994,-0.13083035631818063,0.08447455394294433,0.04450659810259028,-0.125040250319933,0.10663057084429174,0.033722324064745075,-0.054485859758450224,0.0009145959284222847,1.0,-0.23386615604326264,0.022682723041223665,0.05422402752264264,0.12596418054269998,0.1804015196012337,-0.11162370612102993,-0.21682521507713684,0.12149726422368971,-0.03233022728401138,0.012401873057267546,-0.04019811393000608,-0.12428481141434683,-0.12408027615480434,0.07165449096662194,-0.004063473958365665,0.07170071311234961,0.027638710461534686,0.17406849098121535,0.09475373715679031,-0.19470310214669878,-0.22455207839061778,0.0836966474298099,0.022984494444145832
typical_hour_cos,-0.009570020445750237,-0.007140373823001577,-0.24446664542060936,-0.17929874241257057,-0.2549206063531419,-0.040919573302072576,-0.11547337220783112,-0.04446220315084454,-0.040525094965616085,0.02314891970608063,-0.11572495552764546,-0.030073622925503633,0.03949033487881875,-0.009221546337192788,-0.23386615604326264,1.0,-0.05556723015032129,-0.09724886764624555,-0.08944525604715388,-0.14568740317417306,0.10085724125265375,0.2227938988777385,-0.22341407664837618,-0.10409586539398481,-0.046979892561319285,-0.037769966512659035,0.08052973729350338,0.12477857112186418,0.054801690923978026,0.03299023795547803,0.07982079418392686,0.07378303374175743,-0.1899368171357229,-0.15804614742048542,0.19655012331226937,0.2467694079232667,-0.04247121094640388,-0.03817599434866107
latitude,0.02996342159512922,0.000597830832136243,-0.001477912711710859,3.662397227574577e-05,-0.0009350183044056072,-0.010322468077211705,0.04451759776896417,-0.008982990516918948,0.0011821614820072149,-0.03923124633299994,0.014044618702687417,-0.02133007202488867,-0.021168648192439615,-0.01569209607700264,0.022682723041223665,-0.05556723015032129,1.0,0.11907482393986416,-0.005884528646550744,0.001698819712385554,-0.04321803253561124,-0.03489638103581121,0.0799803129540757,0.0529566787447338,0.03726000800522753,0.05918972421994794,-0.08691921703288735,-0.08160337804734619,-0.06642751946733227,-0.04096462208727818,-0.07562007390256036,-0.058192563220941414,0.09174961717369895,0.12844858976243423,-0.05160024705581377,-0.02373375371976623,0.03654559856059927,0.03419520961250214
longitude,0.001023448526400579,0.008717749371432526,0.03378647894876263,0.0037777584468636194,0.02387157577382108,-0.06322499829906358,0.13262837040393527,-0.02790983185159714,-0.014303160671714237,-0.02722844075079948,0.03452814370538134,-0.045588871309171115,-0.03169141580687026,-0.010003813267818023,0.05422402752264264,-0.09724886764624555,0.11907482393986416,1.0,0.02810716614941055,0.1034718392605878,-0.13897342791843323,-0.1857803199853132,0.1526659755563721,0.11456066232956742,0.02563993363433745,0.07271660991363862,-0.1585209258984947,-0.1114436958732352,-0.14609566939468618,-0.10325164185428824,-0.15151479883298596,-0.11557037029991823,0.1737166610280253,0.2228621945732231,-0.17833671891256644,-0.16255348771764944,0.033941970579058144,0.05277010610664987
log1p_spend_groceries,0.03714074776105922,0.010135830846357028,0.177444626045928,0.20123782327853637,0.22348646542476172,-0.019083674071918785,0.07424790897957377,0.15999920345783367,0.06539748485800491,-0.01207370363366954,0.34017519836026083,0.7575691698703658,0.0163482215534685,0.2742897941661374,0.12596418054269998,-0.08944525604715388,-0.005884528646550744,0.02810716614941055,1.0,0.797840621505846,0.08114123429824531,-0.39355410094408066,0.018935192912537684,-0.47644385479547274,0.1780538728751723,-0.5466012992593807,0.09806474282002882,-0.4134811110059049,0.2213375789798756,-0.423171166721005,0.2312208155161943,-0.33601945853155946,0.18310319645968595,-0.4069305499300552,-0.0021997009727278017,-0.418934552870574,0.0792169827918985,-0.5869070396508409
share_spend_groceries,-0.0430884496444957,0.008965378298590313,0.08296854974341894,0.055206066084052804,0.08346298132545915,-0.022273863390714264,0.16878878275295797,0.09674596078944464,0.06536045087526113,0.15941612882122216,0.08472100551051095,0.3841180710695221,0.011930551330234221,0.1378364605819971,0.1804015196012337,-0.14568740317417306,0.001698819712385554,0.1034718392605878,0.797840621505846,1.0,-0.40529113565398356,-0.7829101699885203,0.045264866286808605,-0.34217552724986505,-0.17467153843987426,-0.5642565116675375,-0.21569174549315254,-0.4930413230335698,0.06122048387110019,-0.30900409329590334,0.0021973178947925836,-0.3666838493228291,0.14015352491075236,-0.27848346940450275,-0.3543845490834942,-0.5846843121759735,0.028436369239460052,-0.35435726569444637
log1p_spend_electronics,0.05530381033332459,-0.0006257518447745818,0.1358218172968061,0.16249389134254832,0.1756395719557747,0.0508441511481316,-0.147230866128042,0.054399992633494154,-0.04685921143400649,-0.20484757215921853,0.2937018990522173,0.39743834730202965,0.0071233642910488275,0.150983831285311,-0.11162370612102993,0.10085724125265375,-0.04321803253561124,-0.13897342791843323,0.08114123429824531,-0.40529113565398356,1.0,0.7152207344847962,-0.11161352277186466,-0.16911476620695626,0.38554321158755017,0.01670114622985847,0.4793176246608146,0.20799267314658318,0.166618167729175,-0.13366931962684753,0.2650424681222475,0.05771837582296274,-0.08482967249012008,-0.2742195715168818,0.46488757468402353,0.2434871461189063,-0.01756251145162908,-0.3058569641686378
share_spend_electronics,0.033213057574758904,-0.012452670378729335,-0.0811578218126513,-0.05446225887504407,-0.08189082236692377,0.061587823644843505,-0.2509466421864145,-0.08603835325908972,-0.0791588824918551,-0.1432362522861113,0.011020799918599965,-0.002613150673104988,0.035871832302688915,0.017591480193659446,-0.21682521507713684,0.2227938988777385,-0.03489638103581121,-0.1857803199853132,-0.39355410094408066,-0.7829101699885203,0.7152207344847962,1.0,-0.24158595375710576,-0.04978678977339857,0.21743911255451523,0.1764272533376814,0.3716085804610101,0.342657738992869,0.10062427500821818,0.05617157588627906,0.15376224553119994,0.17082096035431593,-0.2916284531074404,-0.17495657088263872,0.511142864522381,0.5193839872951598,-0.07185730750964121,-0.0738753472794242
log1p_spend_vegetables,0.12568295421188141,0.015583652314777477,0.1491201814616113,0.20271569748304236,0.2059863903240488,-0.14549997242431523,0.1271794503207836,0.10725653280917369,0.05433968363308426,-0.30267989138622237,0.0440528431992599,-0.03530275277129042,-0.04449902395988162,-0.04304882143650545,0.12149726422368971,-0.22341407664837618,0.0799803129540757,0.1526659755563721,0.018935192912537684,0.045264866286808605,-0.11161352277186466,-0.24158595375710576,1.0,0.6617596343890547,0.1429207341349696,0.1674622724008873,-0.24414248753695028,-0.26412640621139083,-0.4455388159264732,-0.2798722412366247,-0.3783735566789581,-0.29228876972364215,0.3399085713505929,0.3313427039481618,-0.23067107643370632,-0.2851325423128618,0.05314038175105132,0.05049738260478696
share_spend_vegetables,0.07409841922444527,0.01060557991373772,-0.03010629935837148,0.004642470144712235,-0.01693959898333335,-0.11905464999651016,0.07841980386676761,-0.007777170268258824,0.0007241957047662078,-0.2710875884987679,-0.22638710180541216,-0.400143969573475,-0.03207914385198638,-0.16856286150942856,-0.03233022728401138,-0.10409586539398481,0.0529566787447338,0.11456066232956742,-0.47644385479547274,-0.34217552724986505,-0.16911476620695626,-0.04978678977339857,0.6617596343890547,1.0,0.011778847827480794,0.433245738013618,-0.26532924130736063,-0.040721384525779794,-0.6449180545383238,-0.18710519521473573,-0.5605365338547205,-0.23536943799044704,0.1694806069868699,0.49981634354746945,-0.1983802256075417,-0.04088505962151679,-0.028805456527271917,0.32789047117969644
log1p_spend_nonalcohol_drinks,0.12183865124778183,0.0042231815713813774,0.2024170735253951,0.25958579824521955,0.2711796001356516,-0.03274949207812282,0.001288547646390615,0.14132478758168693,0.026269651054007026,-0.31542419424117885,0.3942864179395676,0.3879464604343755,-0.05172480632264651,0.12439074096866751,0.012401873057267546,-0.046979892561319285,0.03726000800522753,0.02563993363433745,0.1780538728751723,-0.17467153843987426,0.38554321158755017,0.21743911255451523,0.1429207341349696,0.011778847827480794,1.0,0.5385002004759614,0.26589385661913695,0.04416488144893522,0.00014482545327942995,-0.23131418139768228,0.11789855764157652,-0.027410447654842848,0.2500573323721903,0.0972376296266274,0.24562838618450333,0.051898061592853456,0.09271828327187603,-0.20088658533099824
share_spend_nonalcohol_drinks,0.05876646449274611,-8.525174222284944e-05,0.024688917214434426,0.038820954237424966,0.0369481605658599,-0.037354214480709705,0.04230896802492161,-0.015312633480698641,-0.025230847804470154,-0.19098295598684187,0.033658741253684,-0.3471850712583431,-0.06232740120112298,-0.13912179652110873,-0.04019811393000608,-0.037769966512659035,0.05918972421994794,0.07271660991363862,-0.5466012992593807,-0.5642565116675375,0.01670114622985847,0.1764272533376814,0.1674622724008873,0.433245738013618,0.5385002004759614,1.0,-0.00820430330859457,0.26879780787797813,-0.25006691146325943,0.10916368674148963,-0.17834852680468744,0.1775786065112023,0.13289962810473635,0.5152254702796935,0.016049197311299352,0.20560296334260006,0.018082609853995957,0.3506774683904327
log1p_spend_alcohol_drinks,-0.0661658877200047,0.005557182805930394,0.2563804100779134,0.17838932890680187,0.26212578691081223,0.16983901860140876,-0.0599656656586151,0.008994783328871245,-0.09744200475548823,-0.023071951526706744,0.2886980190300437,0.31279552972885294,0.010096529548711713,0.12608365121850898,-0.12428481141434683,0.08052973729350338,-0.08691921703288735,-0.1585209258984947,0.09806474282002882,-0.21569174549315254,0.4793176246608146,0.3716085804610101,-0.24414248753695028,-0.26532924130736063,0.26589385661913695,-0.00820430330859457,1.0,0.6637845864307583,0.2558807498168267,-0.014215665890191244,0.33539520010683216,0.17443672478235522,-0.17949081648399418,-0.3600919304176033,0.3966640444867299,0.20073555054038014,-0.09094846083753039,-0.2714030262629526
share_spend_alcohol_drinks,-0.1469804779910297,-0.005349212127433585,0.11221037176632359,0.01469435851312978,0.0804430815657749,0.11748314746237808,-0.10224435567619647,-0.12421704881824748,-0.16141499861940084,0.018650119303721336,0.02591227291260673,-0.2279398943287811,9.993523156591564e-05,-0.0689055655081127,-0.12408027615480434,0.12477857112186418,-0.08160337804734619,-0.1114436958732352,-0.4134811110059049,-0.4930413230335698,0.20799267314658318,0.342657738992869,-0.26412640621139083,-0.040721384525779794,0.04416488144893522,0.26879780787797813,0.6637845864307583,1.0,0.08942789230300355,0.21943532787810208,0.14856322635069577,0.35621667105218524,-0.26220704797398336,-0.08774951641212887,0.24415153951362326,0.35148756939002207,-0.1383784830111777,0.09950219182404296
log1p_spend_meat,0.017002515626426847,-0.007126017635792108,0.11429458937358694,0.13411530825487974,0.14638214836234598,0.09162372421111079,-0.05719221085758119,0.10828003544983257,0.0862088403492457,0.2649816378932911,0.3223244377406267,0.3372767198691809,-0.006427017742920066,0.11829699184437048,0.07165449096662194,0.054801690923978026,-0.06642751946733227,-0.14609566939468618,0.2213375789798756,0.06122048387110019,0.166618167729175,0.10062427500821818,-0.4455388159264732,-0.6449180545383238,0.00014482545327942995,-0.25006691146325943,0.2558807498168267,0.08942789230300355,1.0,0.5669926880971594,0.6433158649974027,0.38526795811466763,-0.15762214636758667,-0.3826003875042583,0.21792416665698114,0.08989120991723364,0.04926438208600679,-0.1323020358896558
share_spend_meat,0.009576813110769026,-0.006752750219190873,-0.016336994137889225,-0.002665423969571639,-0.011996435630182435,0.06542641381099605,0.006704629788771534,0.01739339422851684,0.08558795858914739,0.29000184688438835,-0.018587053686266647,-0.3006259687578772,-0.027589875108324145,-0.12413483495866558,-0.004063473958365665,0.03299023795547803,-0.04096462208727818,-0.10325164185428824,-0.423171166721005,-0.30900409329590334,-0.13366931962684753,0.05617157588627906,-0.2798722412366247,-0.18710519521473573,-0.23131418139768228,0.10916368674148963,-0.014215665890191244,0.21943532787810208,0.5669926880971594,1.0,0.2632874546312198,0.5388109082944342,-0.21231814651299877,-0.01116070758077416,0.018143585145993263,0.22249077110597631,-0.013646234335446955,0.40250288970211673
log1p_spend_fish,0.013008414217939423,-0.001198344411032921,0.13351590219302426,0.15564687170035696,0.17044637808820967,0.07636853171633963,-0.10607926988808718,0.12129104093932534,0.04481370207443359,0.11839815532514066,0.3628614788461731,0.37981270241974824,-0.014246997349728811,0.13811097350416207,0.07170071311234961,0.07982079418392686,-0.07562007390256036,-0.15151479883298596,0.2312208155161943,0.0021973178947925836,0.2650424681222475,0.15376224553119994,-0.3783735566789581,-0.5605365338547205,0.11789855764157652,-0.17834852680468744,0.33539520010683216,0.14856322635069577,0.6433158649974027,0.2632874546312198,1.0,0.6449430070515472,-0.10812728472965323,-0.35989802782326225,0.2659685068314921,0.0922585497444041,0.04596048848237424,-0.19154369743284416
share_spend_fish,-0.008470879697980088,-1.4476017176633293e-05,0.043144613863704724,0.04462774265422073,0.05201251996074484,0.08157896985725992,-0.09871255721837956,0.025428870545162047,0.00411664656601111,0.10596366947839739,0.11962651027078028,-0.17437740261058632,-0.03655298255503865,-0.06947817367561739,0.027638710461534686,0.07378303374175743,-0.058192563220941414,-0.11557037029991823,-0.33601945853155946,-0.3666838493228291,0.05771837582296274,0.17082096035431593,-0.29228876972364215,-0.23536943799044704,-0.027410447654842848,0.1775786065112023,0.17443672478235522,0.35621667105218524,0.38526795811466763,0.5388109082944342,0.6449430070515472,1.0,-0.15473342008776464,-0.03951903672217464,0.13261731122966441,0.2420909808139126,0.004267887728903339,0.23206406591835282
log1p_spend_hygiene,0.10060073009676655,0.000593308012604387,0.13407768492794347,0.18312720750693673,0.18567291868092123,-0.11341857980235935,0.15002988675452889,0.1423471530244028,0.08928315571577146,-0.18324778104734268,0.23105038606997652,0.17129422469419767,-0.06432552577653891,0.042299757131027176,0.17406849098121535,-0.1899368171357229,0.09174961717369895,0.1737166610280253,0.18310319645968595,0.14015352491075236,-0.08482967249012008,-0.2916284531074404,0.3399085713505929,0.1694806069868699,0.2500573323721903,0.13289962810473635,-0.17949081648399418,-0.26220704797398336,-0.15762214636758667,-0.21231814651299877,-0.10812728472965323,-0.15473342008776464,1.0,0.6045316310428024,-0.2013632716664004,-0.3228698620480587,0.14191222621699412,-0.006412430894854167
share_spend_hygiene,0.048646615099055,-0.001567872518042307,-0.02379745644236734,-0.009701442011673287,-0.020622027128489432,-0.10861927941516017,0.12333185743174413,-0.021952048814173057,0.022199049515211264,-0.15335447962818968,-0.06658936071171473,-0.3637013537527415,-0.0670716131243095,-0.14625639500516005,0.09475373715679031,-0.15804614742048542,0.12844858976243423,0.2228621945732231,-0.4069305499300552,-0.27848346940450275,-0.2742195715168818,-0.17495657088263872,0.3313427039481618,0.49981634354746945,0.0972376296266274,0.5152254702796935,-0.3600919304176033,-0.08774951641212887,-0.3826003875042583,-0.01116070758077416,-0.35989802782326225,-0.03951903672217464,0.6045316310428024,1.0,-0.29105902697018055,-0.10566199902395411,0.09300900681261946,0.4181960352857678
log1p_spend_videogames,0.05767924717041643,-0.004491594118937011,-0.023162779544810334,0.03337998042034962,0.003089939714591689,0.014567255461849152,-0.15025339460505532,0.004274849585225228,-0.024546550267970237,-0.0832141709164267,0.1549984023325615,0.2493649173172874,0.025562954521434863,0.10322651139514531,-0.19470310214669878,0.19655012331226937,-0.05160024705581377,-0.17833671891256644,-0.0021997009727278017,-0.3543845490834942,0.46488757468402353,0.511142864522381,-0.23067107643370632,-0.1983802256075417,0.24562838618450333,0.016049197311299352,0.3966640444867299,0.24415153951362326,0.21792416665698114,0.018143585145993263,0.2659685068314921,0.13261731122966441,-0.2013632716664004,-0.29105902697018055,1.0,0.6769659948958097,-0.05291444997545679,-0.21584750082798446
share_spend_videogames,0.027239941342996,-0.007757207143750139,-0.2040794684963833,-0.1582598402532017,-0.21744832606723324,0.02908970331266396,-0.2108189856433697,-0.11998656065387857,-0.06506755295938274,-0.031794219543965115,-0.13507021900256092,-0.18723024862045068,0.030037581156532312,-0.05476533963203004,-0.22455207839061778,0.2467694079232667,-0.02373375371976623,-0.16255348771764944,-0.418934552870574,-0.5846843121759735,0.2434871461189063,0.5193839872951598,-0.2851325423128618,-0.04088505962151679,0.051898061592853456,0.20560296334260006,0.20073555054038014,0.35148756939002207,0.08989120991723364,0.22249077110597631,0.0922585497444041,0.2420909808139126,-0.3228698620480587,-0.10566199902395411,0.6769659948958097,1.0,-0.07869689900227184,0.09097518783830376
